listing_id,date,vacant_days,reserved_days,occupancy,revenue,rate_avg,booked_rate_avg,booking_lead_time_avg,length_of_stay_avg,min_nights_avg,native_booked_rate_avg,native_rate_avg,native_revenue
27804330,2025-06-01,28,2,0.067,86.0,44.4,43.0,6,2,1,1118925.0,1155355.0,2237849.0
27804330,2025-07-01,30,1,0.032,40.0,43.6,40.0,3,1,1,1040860.0,1134537.0,1040860.0
27804330,2025-08-01,26,5,0.161,218.0,43.5,43.6,19,1,1,1134537.0,1131935.0,5672687.0
27804330,2025-09-01,24,6,0.2,259.0,43.4,43.2,3,3,1,1124129.0,1129333.0,6739569.0
27804330,2025-10-01,23,8,0.258,352.0,44.3,44.0,37,1,1,1144946.0,1152752.0,9159568.0
27804330,2025-11-01,24,6,0.2,276.0,43.9,46.0,52,2,1,1196989.0,1142344.0,7181934.0
27804330,2025-12-01,31,0,0.0,0.0,44.1,,,,1,,1147548.0,0.0
27804330,2026-01-01,31,0,0.0,0.0,47.0,,,,1,,1223011.0,0.0
27804330,2026-02-01,28,0,0.0,0.0,48.1,,,,1,,1251634.0,0.0
27804330,2026-03-01,31,0,0.0,0.0,48.0,,,,1,,1249032.0,0.0
27804330,2026-04-01,30,0,0.0,0.0,47.7,,,,1,,1241226.0,0.0
27804330,2026-05-01,31,0,0.0,0.0,47.9,,,,1,,1246430.0,0.0
21711477,2025-06-01,0,30,1.0,523.0,17.4,17.4,,,28,452774.0,452774.0,1.3609245E7
21711477,2025-07-01,0,31,1.0,537.0,17.3,17.3,27,34,28,450172.0,450172.0,1.3973546E7
21711477,2025-08-01,11,20,0.645,290.0,12.5,14.5,6,18,28,377312.0,325269.0,7546235.0
21711477,2025-09-01,10,20,0.667,316.0,14.1,15.8,,,28,411140.0,366903.0,8222794.0
21711477,2025-10-01,30,1,0.032,12.0,14.7,12.0,1,1,28,312258.0,382516.0,312258.0
21711477,2025-11-01,30,0,0.0,0.0,13.3,,,,28,,346086.0,0.0
21711477,2025-12-01,31,0,0.0,0.0,8.8,,,,28,,228989.0,0.0
21711477,2026-01-01,31,0,0.0,0.0,6.6,,,,22,,171742.0,0.0
21711477,2026-02-01,28,0,0.0,0.0,6.2,,,,28,,161333.0,0.0
21711477,2026-03-01,30,1,0.032,6.0,6.2,6.0,1,1,28,156129.0,161333.0,156129.0
21711477,2026-04-01,30,0,0.0,0.0,6.5,,,,28,,169140.0,0.0
21711477,2026-05-01,31,0,0.0,0.0,8.2,,,,28,,213376.0,0.0
29191158,2025-06-01,23,7,0.233,472.0,66.9,67.4,7,2,1,1753849.0,1740838.0,1.2282148E7
29191158,2025-07-01,22,9,0.29,510.0,60.8,56.7,8,2,1,1475419.0,1582107.0,1.3270965E7
29191158,2025-08-01,11,20,0.645,1013.0,49.3,50.6,5,1,1,1316688.0,1282860.0,2.635978E7
29191158,2025-09-01,22,8,0.267,398.0,48.3,49.8,5,1,1,1295871.0,1256838.0,1.0356557E7
29191158,2025-10-01,30,1,0.032,55.0,49.8,55.0,3,1,1,1431183.0,1295871.0,1431183.0
29191158,2025-11-01,30,0,0.0,0.0,47.4,,,,1,,1233419.0,0.0
29191158,2025-12-01,30,1,0.032,47.0,50.4,47.0,1,4,1,1223011.0,1311484.0,1223011.0
29191158,2026-01-01,25,6,0.194,325.0,55.8,54.2,58,1,1,1410365.0,1452000.0,8456988.0
29191158,2026-02-01,22,6,0.214,310.0,50.2,51.7,2,2,1,1345312.0,1306279.0,8066665.0
29191158,2026-03-01,29,2,0.065,127.0,53.5,63.5,2,1,1,1652365.0,1392150.0,3304731.0
29191158,2026-04-01,30,0,0.0,0.0,56.6,,,,1,,1472817.0,0.0
29191158,2026-05-01,31,0,0.0,0.0,62.6,,,,1,,1628946.0,0.0
23234865,2025-06-01,30,0,0.0,0.0,24.3,,,,1,,632322.0,0.0
23234865,2025-07-01,31,0,0.0,0.0,23.3,,,,1,,606301.0,0.0
23234865,2025-08-01,28,3,0.097,74.0,24.9,24.7,72,5,1,642731.0,647935.0,1925591.0
23234865,2025-09-01,28,2,0.067,48.0,24.2,24.0,,,1,624516.0,629720.0,1249032.0
23234865,2025-10-01,31,0,0.0,0.0,23.3,,,,1,,606301.0,0.0
23234865,2025-11-01,29,1,0.033,25.0,24.3,25.0,149,1,1,650538.0,632322.0,650538.0
23234865,2025-12-01,22,9,0.29,222.0,24.6,24.7,8,2,1,642731.0,640129.0,5776773.0
23234865,2026-01-01,29,2,0.065,50.0,24.9,25.0,,,1,650538.0,647935.0,1301075.0
23234865,2026-02-01,24,4,0.143,95.0,23.4,23.8,65,4,1,619312.0,608903.0,2472043.0
23234865,2026-03-01,31,0,0.0,0.0,23.4,,,,1,,608903.0,0.0
23234865,2026-04-01,30,0,0.0,0.0,23.6,,,,1,,614107.0,0.0
23234865,2026-05-01,31,0,0.0,0.0,23.6,,,,1,,614107.0,0.0
29520177,2025-06-01,17,13,0.433,199.0,16.1,15.3,,,1,398129.0,418946.0,5178279.0
29520177,2025-07-01,31,0,0.0,0.0,15.7,,,,1,,408538.0,0.0
29520177,2025-08-01,11,20,0.645,360.0,17.7,18.0,35,30,1,468387.0,460581.0,9367740.0
29520177,2025-09-01,0,30,1.0,546.0,18.2,18.2,,,1,473591.0,473591.0,1.4207739E7
29520177,2025-10-01,8,23,0.742,385.0,16.8,16.7,1,6,1,434559.0,437161.0,1.0018278E7
29520177,2025-11-01,9,21,0.7,350.0,16.8,16.7,10,4,1,434559.0,437161.0,9107525.0
29520177,2025-12-01,20,11,0.355,181.0,16.5,16.5,15,3,1,429355.0,429355.0,4709892.0
29520177,2026-01-01,2,29,0.935,499.0,17.2,17.2,53,14,1,447570.0,447570.0,1.2984729E7
29520177,2026-02-01,12,16,0.571,283.0,17.7,17.7,3,6,1,460581.0,460581.0,7364085.0
29520177,2026-03-01,11,20,0.645,362.0,18.3,18.1,53,2,1,470989.0,476193.0,9419783.0
29520177,2026-04-01,11,19,0.633,372.0,19.7,19.6,29,2,1,510021.0,512624.0,9679998.0
29520177,2026-05-01,28,3,0.097,57.0,19.5,19.0,10,1,1,494409.0,507419.0,1483226.0
21817589,2025-06-01,3,27,0.9,332.0,12.3,12.3,18,3,2,320064.0,320064.0,8639138.0
21817589,2025-07-01,18,13,0.419,155.0,12.0,11.9,27,3,2,309656.0,312258.0,4033333.0
21817589,2025-08-01,16,15,0.484,179.0,11.9,11.9,43,2,2,309656.0,309656.0,4657849.0
21817589,2025-09-01,3,27,0.9,328.0,12.1,12.1,66,4,2,314860.0,314860.0,8535052.0
21817589,2025-10-01,10,21,0.677,244.0,11.6,11.6,26,2,2,301849.0,301849.0,6349246.0
21817589,2025-11-01,1,29,0.967,343.0,11.8,11.8,40,4,2,307054.0,307054.0,8925375.0
21817589,2025-12-01,0,31,1.0,359.0,11.6,11.6,110,31,2,301849.0,301849.0,9341719.0
21817589,2026-01-01,3,28,0.903,334.0,12.0,11.9,36,3,2,309656.0,312258.0,8691181.0
21817589,2026-02-01,6,22,0.786,258.0,11.7,11.7,67,3,2,304452.0,304452.0,6713547.0
21817589,2026-03-01,3,28,0.903,327.0,11.7,11.7,58,5,2,304452.0,304452.0,8509031.0
21817589,2026-04-01,6,24,0.8,294.0,12.4,12.2,24,3,2,317462.0,322667.0,7650321.0
21817589,2026-05-01,10,21,0.677,259.0,12.3,12.3,48,2,2,320064.0,320064.0,6739569.0
21671494,2025-06-01,17,13,0.433,136.0,10.7,10.5,,,2,273226.0,278430.0,3538924.0
21671494,2025-07-01,31,0,0.0,0.0,10.8,,,,1,,281032.0,0.0
21671494,2025-08-01,1,30,0.968,341.0,11.3,11.4,20,30,1,296645.0,294043.0,8873332.0
21671494,2025-09-01,18,12,0.4,134.0,10.8,11.2,36,3,2,291441.0,281032.0,3486881.0
21671494,2025-10-01,31,0,0.0,0.0,11.0,,,,2,,286237.0,0.0
21671494,2025-11-01,15,15,0.5,168.0,11.2,11.2,10,2,2,291441.0,291441.0,4371612.0
21671494,2025-12-01,15,16,0.516,175.0,10.9,10.9,11,2,2,283634.0,283634.0,4553763.0
21671494,2026-01-01,21,10,0.323,110.0,10.8,11.0,38,6,2,286237.0,281032.0,2862365.0
21671494,2026-02-01,6,22,0.786,236.0,10.7,10.7,5,2,2,278430.0,278430.0,6141074.0
21671494,2026-03-01,24,7,0.226,73.0,11.0,10.4,4,2,2,270624.0,286237.0,1899570.0
21671494,2026-04-01,30,0,0.0,0.0,11.3,,,,2,,294043.0,0.0
21671494,2026-05-01,31,0,0.0,0.0,10.8,,,,2,,281032.0,0.0
27535687,2025-06-01,30,0,0.0,0.0,17.7,,,,1,,460581.0,0.0
27535687,2025-07-01,31,0,0.0,0.0,16.7,,,,1,,434559.0,0.0
27535687,2025-08-01,27,4,0.129,74.0,17.2,18.5,87,6,1,481398.0,447570.0,1925591.0
27535687,2025-09-01,28,2,0.067,31.0,15.9,15.5,,,1,403333.0,413742.0,806667.0
27535687,2025-10-01,31,0,0.0,0.0,16.0,,,,1,,416344.0,0.0
27535687,2025-11-01,27,3,0.1,47.0,15.8,15.7,9,3,1,408538.0,411140.0,1223011.0
27535687,2025-12-01,26,5,0.161,77.0,15.6,15.4,29,3,1,400731.0,405935.0,2003656.0
27535687,2026-01-01,23,8,0.258,128.0,15.9,16.0,11,3,1,416344.0,413742.0,3330752.0
27535687,2026-02-01,21,7,0.25,111.0,15.8,15.9,,,1,413742.0,411140.0,2888387.0
27535687,2026-03-01,31,0,0.0,0.0,15.3,,,,1,,398129.0,0.0
27535687,2026-04-01,30,0,0.0,0.0,14.6,,,,1,,379914.0,0.0
27535687,2026-05-01,31,0,0.0,0.0,14.7,,,,1,,382516.0,0.0
21817661,2025-06-01,14,16,0.533,188.0,12.1,11.8,5,5,2,307054.0,314860.0,4892042.0
21817661,2025-07-01,21,10,0.323,121.0,12.2,12.1,10,2,2,314860.0,317462.0,3148602.0
21817661,2025-08-01,4,27,0.871,330.0,12.2,12.2,8,3,2,317462.0,317462.0,8587095.0
21817661,2025-09-01,2,28,0.933,334.0,11.9,11.9,9,6,2,309656.0,309656.0,8691181.0
21817661,2025-10-01,19,12,0.387,142.0,11.9,11.8,94,36,2,307054.0,309656.0,3695053.0
21817661,2025-11-01,0,30,1.0,354.0,11.8,11.8,,,2,307054.0,307054.0,9211611.0
21817661,2025-12-01,2,29,0.935,342.0,11.8,11.8,18,7,2,307054.0,307054.0,8899353.0
21817661,2026-01-01,2,29,0.935,350.0,12.1,12.1,35,3,2,314860.0,314860.0,9107525.0
21817661,2026-02-01,7,21,0.75,251.0,12.0,12.0,74,7,2,312258.0,312258.0,6531397.0
21817661,2026-03-01,6,25,0.806,304.0,12.1,12.2,35,6,2,317462.0,314860.0,7910536.0
21817661,2026-04-01,6,24,0.8,301.0,12.5,12.5,11,3,2,325269.0,325269.0,7832472.0
21817661,2026-05-01,6,25,0.806,310.0,12.4,12.4,30,3,2,322667.0,322667.0,8066665.0
31454373,2025-06-01,21,9,0.3,322.0,36.2,35.8,1,20,1,931570.0,941978.0,8378923.0
31454373,2025-07-01,11,20,0.645,716.0,35.8,35.8,2,9,1,931570.0,931570.0,1.8631394E7
31454373,2025-08-01,17,14,0.452,459.0,34.4,32.8,10,7,1,853505.0,895140.0,1.1943869E7
31454373,2025-09-01,22,8,0.267,248.0,28.9,31.0,9,8,1,806667.0,752021.0,6453332.0
31454373,2025-10-01,18,13,0.419,380.0,29.2,29.2,3,1,1,759828.0,759828.0,9888170.0
31454373,2025-11-01,26,4,0.133,132.0,31.4,33.0,7,4,1,858710.0,817075.0,3434838.0
31454373,2025-12-01,27,4,0.129,123.0,29.6,30.8,16,4,1,801462.0,770236.0,3200645.0
31454373,2026-01-01,31,0,0.0,0.0,31.6,,,,1,,822279.0,0.0
31454373,2026-02-01,25,3,0.107,97.0,31.0,32.3,1,6,1,840494.0,806667.0,2524086.0
31454373,2026-03-01,28,3,0.097,93.0,32.5,31.0,,,1,806667.0,845699.0,2420000.0
31454373,2026-04-01,30,0,0.0,0.0,33.4,,,,1,,869118.0,0.0
31454373,2026-05-01,31,0,0.0,0.0,34.8,,,,1,,905548.0,0.0
22864234,2025-06-01,30,0,0.0,0.0,20.4,,,,3,,530839.0,0.0
22864234,2025-07-01,31,0,0.0,0.0,19.5,,,,3,,507419.0,0.0
22864234,2025-08-01,31,0,0.0,0.0,19.5,,,,3,,507419.0,0.0
22864234,2025-09-01,23,7,0.233,136.0,19.4,19.4,42,7,3,504817.0,504817.0,3538924.0
22864234,2025-10-01,31,0,0.0,0.0,19.7,,,,3,,512624.0,0.0
22864234,2025-11-01,9,21,0.7,419.0,19.8,20.0,1,21,3,520430.0,515226.0,1.0903009E7
22864234,2025-12-01,31,0,0.0,0.0,19.3,,,,3,,502215.0,0.0
22864234,2026-01-01,31,0,0.0,0.0,20.2,,,,3,,525634.0,0.0
22864234,2026-02-01,28,0,0.0,0.0,20.3,,,,3,,528236.0,0.0
22864234,2026-03-01,31,0,0.0,0.0,20.5,,,,3,,533441.0,0.0
22864234,2026-04-01,30,0,0.0,0.0,20.7,,,,3,,538645.0,0.0
22864234,2026-05-01,25,6,0.194,127.0,21.4,21.2,1,6,3,551656.0,556860.0,3304731.0
33482780,2025-06-01,30,0,0.0,0.0,29.9,,,,1,,778043.0,0.0
33482780,2025-07-01,27,4,0.129,96.0,24.3,24.0,29,4,1,624516.0,632322.0,2498064.0
33482780,2025-08-01,31,0,0.0,0.0,26.2,,,,1,,681763.0,0.0
33482780,2025-09-01,30,0,0.0,0.0,29.9,,,,1,,778043.0,0.0
33482780,2025-10-01,30,1,0.032,25.0,25.9,25.0,1,1,1,650538.0,673957.0,650538.0
33482780,2025-11-01,30,0,0.0,0.0,26.0,,,,1,,676559.0,0.0
33482780,2025-12-01,24,7,0.226,172.0,24.5,24.6,6,3,1,640129.0,637527.0,4475698.0
33482780,2026-01-01,20,11,0.355,307.0,27.6,27.9,13,8,1,726000.0,718193.0,7988601.0
33482780,2026-02-01,3,25,0.893,732.0,29.2,29.3,4,7,1,762430.0,759828.0,1.9047738E7
33482780,2026-03-01,15,16,0.516,508.0,31.5,31.8,7,4,2,827484.0,819677.0,1.3218922E7
33482780,2026-04-01,23,7,0.233,230.0,35.0,32.9,5,1,2,856107.0,910753.0,5984945.0
33482780,2026-05-01,31,0,0.0,0.0,33.8,,,,2,,879527.0,0.0
6909493,2025-06-01,30,0,0.0,0.0,32.7,,,,2,,850903.0,0.0
6909493,2025-07-01,8,23,0.742,863.0,36.1,37.5,43,14,2,975806.0,939376.0,2.2456555E7
6909493,2025-08-01,25,6,0.194,218.0,38.5,36.3,2,3,2,944580.0,1001828.0,5672687.0
6909493,2025-09-01,28,2,0.067,82.0,36.3,41.0,,,2,1066882.0,944580.0,2133763.0
6909493,2025-10-01,31,0,0.0,0.0,36.5,,,,2,,949785.0,0.0
6909493,2025-11-01,30,0,0.0,0.0,35.7,,,,2,,928968.0,0.0
6909493,2025-12-01,31,0,0.0,0.0,34.9,,,,2,,908150.0,0.0
6909493,2026-01-01,31,0,0.0,0.0,36.1,,,,2,,939376.0,0.0
6909493,2026-02-01,28,0,0.0,0.0,40.5,,,,2,,1053871.0,0.0
6909493,2026-03-01,17,14,0.452,566.0,42.0,40.4,37,14,2,1051269.0,1092903.0,1.4728169E7
6909493,2026-04-01,30,0,0.0,0.0,45.4,,,,2,,1181376.0,0.0
6909493,2026-05-01,31,0,0.0,0.0,48.5,,,,2,,1262043.0,0.0
32192740,2025-06-01,3,27,0.9,291.0,10.7,10.8,16,7,6,281032.0,278430.0,7572257.0
32192740,2025-07-01,19,12,0.387,122.0,10.4,10.2,1,5,5,265419.0,270624.0,3174623.0
32192740,2025-08-01,7,24,0.774,246.0,10.3,10.2,66,4,4,265419.0,268021.0,6401289.0
32192740,2025-09-01,0,30,1.0,309.0,10.3,10.3,56,6,4,268021.0,268021.0,8040644.0
32192740,2025-10-01,5,26,0.839,268.0,10.4,10.3,11,8,4,268021.0,270624.0,6973762.0
32192740,2025-11-01,2,28,0.933,290.0,10.4,10.4,8,10,5,270624.0,270624.0,7546235.0
32192740,2025-12-01,0,31,1.0,324.0,10.5,10.5,15,31,6,273226.0,273226.0,8430966.0
28242665,2025-06-01,29,1,0.033,44.0,44.9,44.0,92,1,1,1144946.0,1168365.0,1144946.0
28242665,2025-07-01,28,3,0.097,131.0,42.5,43.7,1,1,1,1137140.0,1105914.0,3408817.0
28242665,2025-08-01,30,1,0.032,42.0,40.4,42.0,,,1,1092903.0,1051269.0,1092903.0
28242665,2025-09-01,24,6,0.2,258.0,42.7,43.0,7,2,1,1118925.0,1111118.0,6713547.0
28242665,2025-10-01,31,0,0.0,0.0,47.3,,,,1,,1230817.0,0.0
28242665,2025-11-01,30,0,0.0,0.0,47.5,,,,1,,1236021.0,0.0
28242665,2025-12-01,29,2,0.065,114.0,48.5,57.0,10,2,1,1483226.0,1262043.0,2966451.0
28242665,2026-01-01,18,13,0.419,560.0,42.5,43.1,53,3,1,1121527.0,1105914.0,1.457204E7
28242665,2026-02-01,14,14,0.5,597.0,42.9,42.6,77,2,1,1108516.0,1116322.0,1.5534836E7
28242665,2026-03-01,10,21,0.677,954.0,45.0,45.4,25,5,1,1181376.0,1170968.0,2.4824511E7
28242665,2026-04-01,30,0,0.0,0.0,47.8,,,,1,,1243828.0,0.0
28242665,2026-05-01,28,3,0.097,143.0,47.6,47.7,11,1,1,1241226.0,1238623.0,3721075.0
28503394,2025-06-01,26,4,0.133,148.0,36.5,37.0,9,10,1,962796.0,949785.0,3851182.0
28503394,2025-07-01,25,6,0.194,223.0,35.4,37.2,,,1,968000.0,921161.0,5802795.0
28503394,2025-08-01,30,1,0.032,34.0,35.7,34.0,14,2,1,884731.0,928968.0,884731.0
28503394,2025-09-01,24,6,0.2,210.0,34.9,35.0,2,1,1,910753.0,908150.0,5464515.0
28503394,2025-10-01,30,1,0.032,35.0,34.9,35.0,16,1,1,910753.0,908150.0,910753.0
28503394,2025-11-01,27,3,0.1,109.0,35.9,36.3,46,1,1,944580.0,934172.0,2836344.0
28503394,2025-12-01,31,0,0.0,0.0,35.3,,,,1,,918559.0,0.0
28503394,2026-01-01,31,0,0.0,0.0,37.5,,,,1,,975806.0,0.0
28503394,2026-02-01,28,0,0.0,0.0,37.5,,,,1,,975806.0,0.0
28503394,2026-03-01,31,0,0.0,0.0,37.4,,,,1,,973204.0,0.0
28503394,2026-04-01,30,0,0.0,0.0,37.5,,,,1,,975806.0,0.0
28503394,2026-05-01,31,0,0.0,0.0,38.5,,,,1,,1001828.0,0.0
24592030,2025-06-01,30,0,0.0,0.0,42.1,,,,1,,1095505.0,0.0
24592030,2025-07-01,24,7,0.226,231.0,36.0,33.0,45,28,1,858710.0,936774.0,6010967.0
24592030,2025-08-01,10,21,0.677,650.0,31.7,31.0,,,1,806667.0,824882.0,1.6913975E7
24592030,2025-09-01,26,4,0.133,117.0,32.4,29.2,1,4,1,759828.0,843097.0,3044516.0
24592030,2025-10-01,31,0,0.0,0.0,32.6,,,,1,,848301.0,0.0
24592030,2025-11-01,24,6,0.2,232.0,40.3,38.7,1,6,1,1007032.0,1048666.0,6036988.0
24592030,2025-12-01,17,14,0.452,483.0,35.7,34.5,61,3,1,897742.0,928968.0,1.2568385E7
24592030,2026-01-01,31,0,0.0,0.0,34.5,,,,1,,897742.0,0.0
24592030,2026-02-01,28,0,0.0,0.0,36.0,,,,1,,936774.0,0.0
24592030,2026-03-01,31,0,0.0,0.0,32.8,,,,1,,853505.0,0.0
24592030,2026-04-01,30,0,0.0,0.0,31.8,,,,1,,827484.0,0.0
24592030,2026-05-01,25,6,0.194,188.0,31.3,31.3,1,6,1,814473.0,814473.0,4892042.0
19307225,2025-06-01,20,10,0.333,599.0,59.2,59.9,5,12,1,1558688.0,1540473.0,1.5586879E7
19307225,2025-07-01,11,20,0.645,1275.0,64.8,63.8,31,3,1,1660172.0,1686193.0,3.3177413E7
19307225,2025-08-01,14,17,0.548,1133.0,67.4,66.6,57,4,1,1733032.0,1753849.0,2.948236E7
19307225,2025-09-01,28,2,0.067,138.0,71.2,69.0,77,2,1,1795484.0,1852731.0,3590967.0
19307225,2025-10-01,31,0,0.0,0.0,80.8,,,,1,,2102537.0,0.0
19307225,2025-11-01,30,0,0.0,0.0,84.7,,,,1,,2204021.0,0.0
19307225,2025-12-01,31,0,0.0,0.0,82.0,,,,1,,2133763.0,0.0
19307225,2026-01-01,31,0,0.0,0.0,89.7,,,,1,,2334129.0,0.0
19307225,2026-02-01,28,0,0.0,0.0,89.8,,,,1,,2336731.0,0.0
19307225,2026-03-01,31,0,0.0,0.0,89.9,,,,1,,2339333.0,0.0
19307225,2026-04-01,30,0,0.0,0.0,90.4,,,,1,,2352344.0,0.0
19307225,2026-05-01,31,0,0.0,0.0,90.0,,,,1,,2341935.0,0.0
25903370,2025-06-01,18,12,0.4,313.0,26.0,26.1,1,12,,679161.0,676559.0,8144730.0
25903370,2025-07-01,31,0,0.0,0.0,26.0,,,,3,,676559.0,0.0
25903370,2025-08-01,31,0,0.0,0.0,25.5,,,,3,,663548.0,0.0
25903370,2025-09-01,30,0,0.0,0.0,26.5,,,,3,,689570.0,0.0
25903370,2025-10-01,31,0,0.0,0.0,25.9,,,,3,,673957.0,0.0
25903370,2025-11-01,30,0,0.0,0.0,26.1,,,,3,,679161.0,0.0
25903370,2025-12-01,31,0,0.0,0.0,25.9,,,,3,,673957.0,0.0
25903370,2026-01-01,31,0,0.0,0.0,25.0,,,,3,,650538.0,0.0
25903370,2026-02-01,28,0,0.0,0.0,24.4,,,,3,,634925.0,0.0
25903370,2026-03-01,31,0,0.0,0.0,24.2,,,,3,,629720.0,0.0
25903370,2026-04-01,30,0,0.0,0.0,25.0,,,,3,,650538.0,0.0
25903370,2026-05-01,31,0,0.0,0.0,24.5,,,,3,,637527.0,0.0
4612134,2025-06-01,3,27,0.9,1741.0,64.2,64.5,50,6,1,1678387.0,1670580.0,4.5303432E7
4612134,2025-07-01,3,28,0.903,1741.0,62.1,62.2,6,9,1,1618537.0,1615935.0,4.5303432E7
4612134,2025-08-01,9,22,0.71,1461.0,65.2,66.4,23,3,1,1727828.0,1696602.0,3.8017412E7
4612134,2025-09-01,15,15,0.5,878.0,58.4,58.5,30,2,1,1522258.0,1519656.0,2.2846877E7
4612134,2025-10-01,7,24,0.774,1396.0,58.1,58.2,37,2,1,1514451.0,1511849.0,3.6326014E7
4612134,2025-11-01,3,27,0.9,1574.0,58.3,58.3,45,3,1,1517053.0,1517053.0,4.0957841E7
4612134,2025-12-01,2,29,0.935,1678.0,57.9,57.9,56,3,1,1506645.0,1506645.0,4.3664077E7
4612134,2026-01-01,4,27,0.871,1719.0,63.7,63.7,38,2,1,1657570.0,1657570.0,4.4730959E7
4612134,2026-02-01,1,27,0.964,1878.0,69.4,69.6,67,2,1,1811096.0,1805892.0,4.8868377E7
4612134,2026-03-01,1,30,0.968,2027.0,67.7,67.6,94,6,1,1759053.0,1761656.0,5.2745581E7
4612134,2026-04-01,4,26,0.867,1758.0,67.9,67.6,73,2,1,1759053.0,1766860.0,4.5745797E7
4612134,2026-05-01,9,22,0.71,1586.0,72.5,72.1,49,2,1,1876150.0,1886559.0,4.1270099E7
29862829,2025-06-01,30,0,0.0,0.0,38.5,,,,,,1001828.0,0.0
29862829,2025-07-01,31,0,0.0,0.0,38.4,,,,1,,999226.0,0.0
29862829,2025-08-01,31,0,0.0,0.0,39.8,,,,1,,1035656.0,0.0
29862829,2025-09-01,30,0,0.0,0.0,39.4,,,,1,,1025247.0,0.0
29862829,2025-10-01,31,0,0.0,0.0,39.7,,,,1,,1033054.0,0.0
29862829,2025-11-01,30,0,0.0,0.0,39.7,,,,1,,1033054.0,0.0
29862829,2025-12-01,31,0,0.0,0.0,39.3,,,,1,,1022645.0,0.0
29862829,2026-01-01,25,6,0.194,245.0,41.1,40.8,6,1,1,1061677.0,1069484.0,6375268.0
29862829,2026-02-01,18,10,0.357,374.0,37.7,37.4,14,3,1,973204.0,981011.0,9732041.0
29862829,2026-03-01,10,21,0.677,830.0,39.6,39.5,16,2,1,1027849.0,1030451.0,2.1597845E7
29862829,2026-04-01,21,9,0.3,379.0,43.5,42.1,29,1,1,1095505.0,1131935.0,9862149.0
29862829,2026-05-01,29,2,0.065,99.0,43.0,49.5,22,2,1,1288064.0,1118925.0,2576129.0
14452396,2025-06-01,7,23,0.767,612.0,26.8,26.6,,,3,692172.0,697376.0,1.5925158E7
14452396,2025-07-01,31,0,0.0,0.0,27.6,,,,3,,718193.0,0.0
14452396,2025-08-01,24,7,0.226,183.0,26.4,26.1,17,10,3,679161.0,686968.0,4761935.0
14452396,2025-09-01,5,25,0.833,643.0,25.8,25.7,2,30,3,668753.0,671355.0,1.6731825E7
14452396,2025-10-01,21,10,0.323,255.0,25.6,25.5,23,15,3,663548.0,666150.0,6635483.0
14452396,2025-11-01,17,13,0.433,328.0,25.5,25.2,,,3,655742.0,663548.0,8535052.0
14452396,2025-12-01,15,16,0.516,404.0,25.4,25.2,9,5,3,655742.0,660946.0,1.0512686E7
14452396,2026-01-01,4,27,0.871,768.0,28.4,28.4,296,26,3,739011.0,739011.0,1.9984512E7
14452396,2026-02-01,9,19,0.679,560.0,29.5,29.5,135,6,3,767634.0,767634.0,1.457204E7
14452396,2026-03-01,1,30,0.968,890.0,29.8,29.7,40,15,3,772839.0,775441.0,2.3159135E7
14452396,2026-04-01,2,28,0.933,895.0,31.9,32.0,15,7,3,832688.0,830086.0,2.3289243E7
14452396,2026-05-01,30,1,0.032,34.0,33.3,34.0,,,3,884731.0,866516.0,884731.0
15346655,2025-06-01,30,0,0.0,0.0,114.3,,,,1,,2974257.0,0.0
15346655,2025-07-01,30,1,0.032,96.0,100.2,96.0,5,1,1,2498064.0,2607354.0,2498064.0
15346655,2025-08-01,22,9,0.29,847.0,96.5,94.1,20,3,1,2448623.0,2511075.0,2.2040211E7
15346655,2025-09-01,23,7,0.233,671.0,95.5,95.9,76,2,1,2495462.0,2485053.0,1.7460427E7
15346655,2025-10-01,29,2,0.065,212.0,101.5,106.0,1,1,1,2758279.0,2641182.0,5516558.0
15346655,2025-11-01,30,0,0.0,0.0,90.1,,,,1,,2344537.0,0.0
15346655,2025-12-01,31,0,0.0,0.0,90.2,,,,1,,2347139.0,0.0
15346655,2026-01-01,28,3,0.097,286.0,94.8,95.3,8,3,1,2479849.0,2466838.0,7442149.0
15346655,2026-02-01,28,0,0.0,0.0,109.5,,,,1,,2849354.0,0.0
15346655,2026-03-01,31,0,0.0,0.0,130.0,,,,1,,3382795.0,0.0
15346655,2026-04-01,30,0,0.0,0.0,126.9,,,,1,,3302128.0,0.0
15346655,2026-05-01,31,0,0.0,0.0,133.1,,,,1,,3463462.0,0.0
32847325,2025-06-01,30,0,0.0,0.0,13.9,,,,1,,361699.0,0.0
32847325,2025-07-01,31,0,0.0,0.0,13.6,,,,1,,353892.0,0.0
32847325,2025-08-01,26,5,0.161,70.0,13.9,14.0,154,5,1,364301.0,361699.0,1821505.0
32847325,2025-09-01,20,10,0.333,141.0,14.1,14.1,28,2,1,366903.0,366903.0,3669032.0
32847325,2025-10-01,26,5,0.161,78.0,15.6,15.6,78,2,1,405935.0,405935.0,2029677.0
32847325,2025-11-01,16,14,0.467,233.0,16.7,16.6,3,2,1,431957.0,434559.0,6063010.0
32847325,2025-12-01,22,9,0.29,155.0,17.1,17.2,12,4,1,447570.0,444968.0,4033333.0
32847325,2026-01-01,26,5,0.161,103.0,20.5,20.6,10,5,1,536043.0,533441.0,2680215.0
32847325,2026-02-01,19,9,0.321,185.0,19.7,20.6,4,2,1,536043.0,512624.0,4813978.0
32847325,2026-03-01,26,5,0.161,94.0,21.1,18.8,9,3,1,489204.0,549054.0,2446021.0
