listing_id,date,num_reviews,reviewers
20645822,2026-01-01,1,168200298
20645822,2025-06-01,1,454964314
20608904,2025-07-01,1,552458685
20608904,2025-10-01,1,50486848
20608904,2025-11-01,1,150273704
20608904,2025-06-01,1,222812140
32246651,2026-03-01,1,60865489
32246651,2025-11-01,2,"726081472,402211838"
32246651,2025-10-01,1,651926967
32246651,2025-09-01,1,694588991
32127384,2026-03-01,4,"15491587,189873943,554504806,15491587"
32127384,2025-11-01,4,"313579664,531027706,392043244,8503877"
32127384,2025-09-01,2,"225253906,420665059"
32127384,2026-01-01,5,"452213079,502915019,448055807,324366915,87340448"
32127384,2026-04-01,4,"71431015,425352310,539354182,23732341"
32127384,2026-02-01,3,"159035800,584358700,303117980"
32127384,2025-12-01,2,"680073521,353075951"
32127384,2025-10-01,2,"213442255,208772105"
32127384,2025-08-01,1,257517703
32127384,2025-06-01,1,113922636
32931420,2025-12-01,2,"250778205,397166400"
